name,rating,link,tag
星际迷航,8.0,https://movie.douban.com/subject/2132932/?from=subject-page,"科幻,美国,星际,2009,冒险,动作,史诗,剧情"
侏罗纪公园2：失落的世界,7.6,https://movie.douban.com/subject/1293702/?from=subject-page,"科幻,斯皮尔伯格,美国,恐龙,侏罗纪公园,美国电影,1997,StevenSpielberg"
断背山,8.8,https://movie.douban.com/subject/1418834/?from=subject-page,"同性,爱情,美国,经典,感人,人生,剧情,温情"
独立日,8.1,https://movie.douban.com/subject/1293013/?from=subject-page,"科幻,美国,灾难,外星人,经典,动作,战争,1996"
阿飞正传,8.5,https://movie.douban.com/subject/1305690/?from=subject-page,"香港,文艺,爱情,经典,孤独,人生,剧情,1990"
花样年华,8.6,https://movie.douban.com/subject/1291557/?from=subject-page,"王家卫,张曼玉,梁朝伟,爱情,香港,文艺,花样年华,香港电影"
十二猴子,8.1,https://movie.douban.com/subject/1298744/?from=subject-page,"科幻,悬疑,美国,经典,BradPitt,BruceWillis,美国电影,1995"
星球大战前传3：西斯的复仇,8.4,https://movie.douban.com/subject/1309078/?from=subject-page,"科幻,星球大战,美国,经典,2005,动作,冒险,战争"
2010,7.9,https://movie.douban.com/subject/1293572/?from=subject-page,"科幻,美国,太空漫游,经典,1984,悬疑,美国电影,太空"
回到未来,8.6,https://movie.douban.com/subject/1300555/?from=subject-page,"科幻,美国,经典,喜剧,回到未来,1985,美国电影,穿越"
蝴蝶梦,8.3,https://movie.douban.com/subject/1293824/?from=subject-page,"希区柯克,悬疑,美国,经典,爱情,美国电影,惊悚,AlfredHitchcock"
擒凶记,7.6,https://movie.douban.com/subject/1301233/?from=subject-page,"希区柯克,悬疑,美国,AlfredHitchcock,1956,美国电影,阿尔弗雷德·希区柯克,1950s"
触不可及,9.2,https://movie.douban.com/subject/6786002/?from=subject-page,"温情,法国,感人,法式情怀,喜剧,剧情,友情,搞笑"
决战中途岛,7.7,https://movie.douban.com/subject/26786669/?from=subject-page,"二战,战争,美国,历史,海战,真实事件改编,太平洋战争,日本"
叫我第一名,8.6,https://movie.douban.com/subject/4798888/?from=subject-page,"励志,美国,感动,成长,美国电影,教师,剧情,传记"
燃烧,8.0,https://movie.douban.com/subject/26842702/?from=subject-page,"韩国,悬疑,剧情,人性,2018,戛纳电影节,电影,犯罪"
爱在黎明破晓前,8.8,https://movie.douban.com/subject/1296339/?from=subject-page,"爱情,文艺,浪漫,旅行,美国,经典,1995,奥地利"
血观音,8.4,https://movie.douban.com/subject/27113517/?from=subject-page,"女性,人性,台湾,悬疑,犯罪,剧情,政治,金马"
星河战队,7.8,https://movie.douban.com/subject/1295384/?from=subject-page,"科幻,美国,星河战队,战争,动作,美国电影,经典,1997"
烈日灼心,8.1,https://movie.douban.com/subject/24719063/?from=subject-page,"犯罪,悬疑,人性,中国大陆,剧情,2015,警匪,小说改编"
世界末日,7.8,https://movie.douban.com/subject/1292769/?from=subject-page,"科幻,灾难,美国,BruceWillis,世界末日,美国电影,经典,1998"
少数派报告,7.8,https://movie.douban.com/subject/1297689/?from=subject-page,"科幻,斯皮尔伯格,美国,动作,TomCruise,悬疑,美国电影,StevenSpielberg"
K星异客,8.5,https://movie.douban.com/subject/1306607/?from=subject-page,"科幻,美国,悬疑,心理,KevinSpacey,剧情,美国电影,2001"
异次元骇客,8.4,https://movie.douban.com/subject/1300282/?from=subject-page,"科幻,悬疑,美国,哲学,惊悚,美国电影,幻想,1999"
黑衣人,8.1,https://movie.douban.com/subject/1301445/?from=subject-page,"科幻,美国,喜剧,动作,外星人,搞笑,经典,1997"
天使爱美丽,8.7,https://movie.douban.com/subject/1292215/?from=subject-page,"法国,爱情,奥黛丽·塔图,法国电影,经典,文艺,喜剧,浪漫"
怪尸案,7.5,https://movie.douban.com/subject/1301232/?from=subject-page,"希区柯克,悬疑,美国,喜剧,AlfredHitchcock,1955,阿尔弗雷德·希区柯克,美国电影"
东邪西毒,8.6,https://movie.douban.com/subject/1292328/?from=subject-page,"王家卫,香港,经典,东邪西毒,武侠,文艺,爱情,1994"
大话西游之大圣娶亲,9.2,https://movie.douban.com/subject/1292213/?from=subject-page,"经典,爱情,喜剧,香港,搞笑,感人,中国,人生"
龙猫,9.2,https://movie.douban.com/subject/1291560/?from=subject-page,"日本,动漫,温情,童年,经典,治愈系,成长,童话"
追梦赤子心,8.8,https://movie.douban.com/subject/1294753/?from=subject-page,"励志,梦想,美国,体育,信念,美国电影,激励,经典"
星球大战,8.4,https://movie.douban.com/subject/1293838/?from=subject-page,"科幻,星球大战,美国,经典,1977,动作,冒险,战争"
特工,8.6,https://movie.douban.com/subject/26683421/?from=subject-page,"韩国,政治,特工,谍战,剧情,黄政民,悬疑,2018"
和莎莫的500天,8.0,https://movie.douban.com/subject/3072086/?from=subject-page,"爱情,美国,文艺,忘记那个曾经你爱过的人吧,清新,浪漫,喜剧,2009"
傲慢与偏见,8.6,https://movie.douban.com/subject/1418200/?from=subject-page,"爱情,傲慢与偏见,经典,英国,名著改编,英国电影,名著,文艺"
机器战警,7.7,https://movie.douban.com/subject/1294791/?from=subject-page,"科幻,美国,动作,经典,警匪,1987,犯罪,机器战警"
移魂都市,7.9,https://movie.douban.com/subject/1292332/?from=subject-page,"科幻,悬疑,美国,黑色,惊悚,1998,移魂都市,美国电影"
完美风暴,7.6,https://movie.douban.com/subject/1293815/?from=subject-page,"灾难,美国,乔治·克鲁尼,灾难片,美国电影,完美风暴,2000,惊险"
变相怪杰,7.9,https://movie.douban.com/subject/1297570/?from=subject-page,"喜剧,JimCarrey,美国,搞笑,变相怪杰,美国电影,科幻,魔幻"
黑洞频率,8.3,https://movie.douban.com/subject/1294183/?from=subject-page,"科幻,美国,亲情,时空,悬疑,剧情,美国电影,2000"
嘉年华,8.2,https://movie.douban.com/subject/27019527/?from=subject-page,"女性,性侵,人性,社会,中国大陆,成长,剧情,犯罪"
黑衣人2,7.6,https://movie.douban.com/subject/1295280/?from=subject-page,"科幻,美国,喜剧,动作,外星人,搞笑,2002,电影"
龙卷风,7.3,https://movie.douban.com/subject/1292454/?from=subject-page,"灾难,美国,美国电影,科幻,龙卷风,灾难片,1996,电影"
九品芝麻官,8.4,https://movie.douban.com/subject/1297518/?from=subject-page,"周星驰,喜剧,香港,搞笑,香港电影,经典,王晶,电影"
倩女幽魂,8.7,https://movie.douban.com/subject/1297447/?from=subject-page,"香港,经典,爱情,古装,魔幻,中国,奇幻,1987"
食神,8.0,https://movie.douban.com/subject/1293351/?from=subject-page,"周星驰,喜剧,香港,香港电影,搞笑,食神,电影,1996"
鹿鼎记,8.1,https://movie.douban.com/subject/1297223/?from=subject-page,"周星驰,喜剧,香港,香港电影,搞笑,王晶,鹿鼎记,电影"
铁拳男人,8.7,https://movie.douban.com/subject/1418519/?from=subject-page,"励志,传记,美国,拳击,RussellCrowe,美国电影,铁拳男人,2005"
点球成金,8.2,https://movie.douban.com/subject/3023164/?from=subject-page,"美国,体育,励志,传记,剧情,2011,棒球,人生"
霹雳五号,8.6,https://movie.douban.com/subject/1294366/?from=subject-page,"科幻,美国,机器人,经典,喜剧,正大剧场,霹雳五号,美国电影"
飞屋环游记,9.0,https://movie.douban.com/subject/2129039/?from=subject-page,"动画,梦想,美国,冒险,爱情,pixar,温情,Disney"
第六日,6.9,https://movie.douban.com/subject/1294893/?from=subject-page,"科幻,施瓦辛格,美国,动作,美国电影,2000,ArnoldSchwarzenegger,第六日"
极度恐慌,7.7,https://movie.douban.com/subject/1301419/?from=subject-page,"灾难,美国,疾病,惊悚,美国电影,摩根·弗里曼,1995,科幻"
魂断蓝桥,8.8,https://movie.douban.com/subject/1293964/?from=subject-page,"爱情,经典,费雯丽,魂断蓝桥,美国,战争,美国电影,电影"
大话王,7.6,https://movie.douban.com/subject/1295318/?from=subject-page,"喜剧,JimCarrey,美国,金·凯瑞,搞笑,美国电影,1997,电影"
当哈利遇到莎莉,8.3,https://movie.douban.com/subject/1291842/?from=subject-page,"爱情,美国,喜剧,浪漫,经典,美国电影,Meg-Ryan,1989"
十万火急,7.2,https://movie.douban.com/subject/1292834/?from=subject-page,"灾难,美国,史泰龙,动作,1996,美国电影,十万火急,SylvesterStallone"
阳光灿烂的日子,8.8,https://movie.douban.com/subject/1291875/?from=subject-page,"姜文,青春,阳光灿烂的日子,经典,文革,夏雨,中国电影,中国"
审死官,7.7,https://movie.douban.com/subject/1305355/?from=subject-page,"周星驰,喜剧,香港,香港电影,梅艳芳,杜琪峰,搞笑,电影"
青蛇,8.5,https://movie.douban.com/subject/1303394/?from=subject-page,"香港,爱情,经典,古装,奇幻,魔幻,人性,中国"
剪刀手爱德华,8.7,https://movie.douban.com/subject/1292370/?from=subject-page,"爱情,JohnnyDepp,剪刀手爱德华,经典,童话,美国,科幻,TimBurton"
伯德小姐,7.9,https://movie.douban.com/subject/26588314/?from=subject-page,"成长,青春,美国,女性,家庭,剧情,2017,人生"
洛奇,8.7,https://movie.douban.com/subject/1295742/?from=subject-page,"励志,史泰龙,美国,拳击,经典,动作,洛奇,美国电影"
领航员,8.3,https://movie.douban.com/subject/1296610/?from=subject-page,"科幻,美国,正大剧场,童年回忆,美国电影,1986,童年,儿童"
成事在人,8.2,https://movie.douban.com/subject/2136824/?from=subject-page,"励志,传记,美国,剧情,2009,曼德拉,体育,历史"
逃学威龙,7.9,https://movie.douban.com/subject/1302090/?from=subject-page,"周星驰,喜剧,香港,香港电影,搞笑,逃学威龙,1991,电影"
赌侠,7.7,https://movie.douban.com/subject/1300566/?from=subject-page,"周星驰,喜剧,香港,刘德华,香港电影,王晶,搞笑,电影"
Flight of the Navigator,,https://movie.douban.com/subject/3760879/?from=subject-page,"科幻,童年回忆,美国,经典,正大剧场,美国电影,正大综艺,电影"
霹雳五号续集,8.1,https://movie.douban.com/subject/1294209/?from=subject-page,"科幻,美国,机器人,喜剧,经典,美国电影,童年回忆,正大剧场"
憨豆先生的大灾难,8.1,https://movie.douban.com/subject/1294948/?from=subject-page,"喜剧,英国,憨豆,搞笑,Mr.Bean,英国电影,1997,电影"
传染病,7.0,https://movie.douban.com/subject/4301043/?from=subject-page,"灾难,美国,剧情,人性,美国电影,2011,MattDamon,KateWinslet"
漂亮女人,7.9,https://movie.douban.com/subject/1293825/?from=subject-page,"爱情,美国,喜剧,经典,浪漫,电影,1990,童话"
廊桥遗梦,8.7,https://movie.douban.com/subject/1293929/?from=subject-page,"爱情,经典,美国,文艺,伦理,剧情,人生,1995"
算死草,6.9,https://movie.douban.com/subject/1293607/?from=subject-page,"周星驰,喜剧,香港,香港电影,搞笑,1997,电影,马伟豪"
济公,7.3,https://movie.douban.com/subject/1400665/?from=subject-page,"周星驰,喜剧,香港,香港电影,张曼玉,杜琪峰,搞笑,1993"
火烧摩天楼,7.6,https://movie.douban.com/subject/1298056/?from=subject-page,"灾难,美国,美国电影,1974,PaulNewman,动作,剧情,SteveMcQueen"
菊次郎的夏天,8.8,https://movie.douban.com/subject/1293359/?from=subject-page,"北野武,温情,日本,菊次郎的夏天,成长,童年,日本电影,久石让"
刺客战场,7.1,https://movie.douban.com/subject/1295582/?from=subject-page,"动作,史泰龙,美国,安东尼奥·班德拉斯,美国电影,杀手,1995,犯罪"
奎迪,7.5,https://movie.douban.com/subject/24875409/?from=subject-page,"拳击,励志,美国,体育,运动,动作,剧情,2015"
洛奇2,8.3,https://movie.douban.com/subject/1295281/?from=subject-page,"史泰龙,励志,美国,拳击,动作,洛奇,美国电影,1979"
无人知晓,9.1,https://movie.douban.com/subject/1292337/?from=subject-page,"日本,人性,成长,儿童,社会,家庭,少年,剧情"
第一滴血,8.2,https://movie.douban.com/subject/1294323/?from=subject-page,"动作,史泰龙,美国,经典,第一滴血,战争,美国电影,1982"
逃学威龙2,7.6,https://movie.douban.com/subject/1296201/?from=subject-page,"周星驰,喜剧,香港,香港电影,搞笑,1992,朱茵,电影"
高地人2：天幕之战,6.8,https://movie.douban.com/subject/1294871/?from=subject-page,"科幻,美国,动作,肖恩·康纳利,1991,美国电影,SeanConnery,法国"
地球停转之日,7.3,https://movie.douban.com/subject/1296140/?from=subject-page,"科幻,美国,1951,经典,美国电影,地球停转之日,罗伯特·怀斯,电影"
落跑新娘,6.8,https://movie.douban.com/subject/1299922/?from=subject-page,"爱情,JuliaRoberts,美国,喜剧,美国电影,RichardGere,朱莉娅·罗伯茨,浪漫"
釜山行,8.5,https://movie.douban.com/subject/25986180/?from=subject-page,"丧尸,人性,韩国,灾难,惊悚,恐怖,温情,2016"
BJ单身日记,7.5,https://movie.douban.com/subject/1304585/?from=subject-page,"爱情,喜剧,英国,ColinFirth,HughGrant,英国电影,愛情,电影"
行运一条龙,6.7,https://movie.douban.com/subject/1299550/?from=subject-page,"周星驰,喜剧,香港,香港电影,郑秀文,搞笑,1998,李力持"
星际旅行6：未来之城,7.7,https://movie.douban.com/subject/1305970/?from=subject-page,"科幻,美国,星际迷航,startrek,1991,StarTrek,经典,电影"
龙的传人,7.1,https://movie.douban.com/subject/1306057/?from=subject-page,"周星驰,喜剧,香港,香港电影,毛舜筠,搞笑,1990,电影"
情圣,7.4,https://movie.douban.com/subject/1307747/?from=subject-page,"周星驰,喜剧,香港,香港电影,搞笑,1991,李力持,电影"
飞行家,8.1,https://movie.douban.com/subject/1309070/?from=subject-page,"传记,莱昂纳多·迪卡普里奥,美国,LeonardoDiCaprio,剧情,美国电影,MartinScorsese,2004"
入殓师,8.8,https://movie.douban.com/subject/2149806/?from=subject-page,"日本,日本电影,入殓师,剧情,广末凉子,奥斯卡,温情,人性"
小鞋子,9.2,https://movie.douban.com/subject/1303021/?from=subject-page,"伊朗,纯真,伊朗电影,儿童,童年,小鞋子,经典,温情"
小森林 夏秋篇,9.0,https://movie.douban.com/subject/25814705/?from=subject-page,"日本,美食,自然,文艺,治愈,小清新,温情,桥本爱"
我是谁,7.5,https://movie.douban.com/subject/1300303/?from=subject-page,"成龙,动作,香港,香港电影,喜剧,1998,我是谁,陈木胜"
唐山大兄,7.7,https://movie.douban.com/subject/1307577/?from=subject-page,"李小龙,动作,香港,功夫,香港电影,1971,武打,罗维"
龙争虎斗,8.3,https://movie.douban.com/subject/1293118/?from=subject-page,"李小龙,动作,香港,功夫,香港电影,1973,美国,功夫片"
恋爱假期,7.7,https://movie.douban.com/subject/1498831/?from=subject-page,"爱情,美国,喜剧,浪漫,温情,英国,2006,欧美"
地心游记,7.8,https://movie.douban.com/subject/1294388/?from=subject-page,"科幻,美国,冒险,美国电影,地心游记,经典,1959,正大剧场"
空中监狱,8.2,https://movie.douban.com/subject/1300618/?from=subject-page,"尼古拉斯·凯奇,动作,美国,犯罪,美国电影,空中监狱,NicolasCage,1997"
时空特警,6.2,https://movie.douban.com/subject/1294121/?from=subject-page,"科幻,动作,美国,尚格·云顿,1994,美国电影,穿越时空,时间旅行"
7号房的礼物,8.9,https://movie.douban.com/subject/10777687/?from=subject-page,"韩国,温情,感人,亲情,感动,催泪,父爱,喜剧"
笃定发生,7.4,https://movie.douban.com/subject/1293166/?from=subject-page,"科幻,英国,1936,1930s,CC,反乌托邦,英国电影,黑白"
BJ单身日记2：理性边缘,7.2,https://movie.douban.com/subject/1308819/?from=subject-page,"爱情,喜剧,英国,ColinFirth,HughGrant,英国电影,RenéeZellweger,电影"
单身日记：好孕来袭,7.3,https://movie.douban.com/subject/3868141/?from=subject-page,"爱情,喜剧,英国,浪漫,2016,搞笑,温情,美国"
新精武门1991,7.1,https://movie.douban.com/subject/1306733/?from=subject-page,"周星驰,喜剧,香港,香港电影,搞笑,动作,1991,吴孟达"
一本漫画闯天涯,6.6,https://movie.douban.com/subject/1307456/?from=subject-page,"周星驰,香港,喜剧,香港电影,1990,搞笑,林俊贤,梁家仁"
逃离猩球,7.5,https://movie.douban.com/subject/1915381/?from=subject-page,"科幻,美国,人猿星球系列,1971,人猿星球,人性,美国电影,讽刺"
一个叫欧维的男人决定去死,8.8,https://movie.douban.com/subject/26628357/?from=subject-page,"温情,瑞典,人生,剧情,人性,感动,治愈,感人"
人猿星球,8.2,https://movie.douban.com/subject/1296697/?from=subject-page,"科幻,美国,经典,1968,悬疑,人性,人猿星球,冒险"
97家有喜事,7.6,https://movie.douban.com/subject/1305197/?from=subject-page,"周星驰,喜剧,香港,香港电影,黄百鸣,搞笑,1997,吴镇宇"
拳霸,7.8,https://movie.douban.com/subject/1308713/?from=subject-page,"动作,泰国,泰拳,泰国电影,功夫,TonyJaa,动作片,2003"
中南海保镖,7.6,https://movie.douban.com/subject/1297068/?from=subject-page,"李连杰,动作,香港,香港电影,中南海保镖,1994,爱情,元奎"
尖峰时刻,7.1,https://movie.douban.com/subject/1292624/?from=subject-page,"成龙,动作,喜剧,美国,美国电影,1998,尖峰时刻,电影"
A计划续集,7.7,https://movie.douban.com/subject/1299120/?from=subject-page,"成龙,动作,香港,喜剧,香港电影,张曼玉,1987,刘嘉玲"
醉拳,7.6,https://movie.douban.com/subject/1296693/?from=subject-page,"成龙,动作,香港,香港电影,喜剧,袁和平,醉拳,1978"
断箭,7.3,https://movie.douban.com/subject/1293317/?from=subject-page,"动作,吴宇森,美国,JohnTravolta,美国电影,1996,电影,剧情"
飓风营救,8.3,https://movie.douban.com/subject/2124586/?from=subject-page,"动作,法国,特工,吕克贝松,飓风营救,美国,吕克·贝松,2008"
国家公敌,8.2,https://movie.douban.com/subject/1297544/?from=subject-page,"WillSmith,美国,动作,政治,剧情,美国电影,国家公敌,1998"
闰年,7.8,https://movie.douban.com/subject/3036464/?from=subject-page,"爱情,爱尔兰,喜剧,美国,浪漫,温情,闰年,2010"
魔力月光,7.2,https://movie.douban.com/subject/24470523/?from=subject-page,"美国,爱情,喜剧,伍迪.艾伦,文艺,2014,浪漫,剧情"
网络迷宫,7.0,https://movie.douban.com/subject/1306473/?from=subject-page,"科幻,意大利,意大利电影,1997,科幻奇幻,赛博朋克,1990s,电影"
师兄撞鬼,6.9,https://movie.douban.com/subject/1419924/?from=subject-page,"周星驰,喜剧,香港,香港电影,搞笑,1990,董骠,电影"
最佳女婿,6.6,https://movie.douban.com/subject/1400666/?from=subject-page,"周星驰,喜剧,香港,香港电影,张学友,莫少聪,1988,电影"
博命,6.4,https://movie.douban.com/subject/1303134/?from=subject-page,"英国,科幻,约瑟夫·罗西,Joseph_Losey,1960s,黑白,1963,Hammer.Films"
时空恋旅人,8.7,https://movie.douban.com/subject/10577869/?from=subject-page,"爱情,温情,英国,人生,英国电影,喜剧,科幻,亲情"
决战猩球,6.6,https://movie.douban.com/subject/1915385/?from=subject-page,"科幻,美国,人猿星球系列,1973,美国电影,人猿星球,反乌托邦,人性"
海蒂和爷爷,9.2,https://movie.douban.com/subject/25958717/?from=subject-page,"温情,亲情,成长,儿童,感人,瑞士,家庭,德国"
房间,8.8,https://movie.douban.com/subject/25724855/?from=subject-page,"人性,亲情,剧情,温情,美国,成长,犯罪,2015"
一个好人,7.0,https://movie.douban.com/subject/1295547/?from=subject-page,"成龙,动作,香港,喜剧,香港电影,洪金宝,1997,一个好人"
杀破狼,7.4,https://movie.douban.com/subject/1428602/?from=subject-page,"动作,甄子丹,香港,香港电影,洪金宝,警匪,杀破狼,任达华"
警察故事续集,7.6,https://movie.douban.com/subject/1304726/?from=subject-page,"成龙,动作,香港,香港电影,张曼玉,喜剧,警匪,1988"
蛇形刁手,7.1,https://movie.douban.com/subject/1498658/?from=subject-page,"成龙,动作,香港,喜剧,香港电影,袁和平,1978,功夫片"
虎胆龙威4,7.7,https://movie.douban.com/subject/1401535/?from=subject-page,"动作,布鲁斯·威利斯,美国,BruceWillis,美国电影,虎胆龙威4,虎胆龙威,2007"
007之黄金眼,7.5,https://movie.douban.com/subject/1292677/?from=subject-page,"007,动作,皮尔斯·布鲁斯南,美国,间谍,英国,1995,美国电影"
解构爱情狂,8.6,https://movie.douban.com/subject/1298385/?from=subject-page,"伍迪·艾伦,WoodyAllen,美国,喜剧,伍迪艾伦,爱情,1997,美国电影"
